625.75,"Nuts, almonds, whole, raw"
729.556,"Nuts, walnuts, English, halves, raw"
750.152,"Nuts, pecans, halves, raw"
381.626,"Oats, whole grain, rolled, old fashioned"
381.248,"Oats, whole grain, steel cut"
60.1113,"Pineapple, raw"
70.5425,"Cherries, sweet, dark red, raw"
39.9998,"Beans, snap, green, raw"
83.42,"Potatoes, russet, without skin, raw"
75.5575,"Potatoes, red, without skin, raw"
73.4738,"Potatoes, gold, without skin, raw"
78.999,"Sweet potatoes, orange flesh, without skin, raw"
16.6973,"Celery, raw"
15.9075,"Cucumber, with peel, raw"
31.4275,"Cabbage, green, raw"
34.0538,"Cabbage, red, raw"
36.4,"Strawberries, raw"
57.3375,"Raspberries, raw"
63.8563,"Blueberries, raw"
85.919,"Grapes, red, seedless, raw"
80.1025,"Grapes, green, seedless, raw"
51.6025,"Applesauce, unsweetened, with added vitamin C"
384.076,"Flour, amaranth"
385.197,"Flour, quinoa"
374.93,"Flour, sorghum"
357.968,"Flour, buckwheat"
359.4,"Flour, rye"
366.53,"Flour, barley"
357.369,"Flour, cassava"
356.135,"Buckwheat, whole grain"
375.618,"Millet, whole grain"
365.518,"Rice, brown, long grain, unenriched, raw"
358.705,"Rice, white, long grain, unenriched, raw"
184.8648,"Beef, ground, 90% lean meat / 10% fat, raw"
242.61,"Beef, ground, 80% lean meat / 20% fat, raw"
228.2728,"Pork, ground, raw"
133.0498,"Chicken, ground, with additives, raw"
152.615,"Turkey, ground, 93% lean/ 7% fat, raw"
663.586,"Nuts, brazilnuts, raw"
564.664,"Nuts, cashew nuts, raw"
641.39,"Nuts, hazelnuts or filberts, raw"
588.332,"Peanuts, raw"
384.672,"Flour, chestnut"
711.89,"Nuts, macadamia nuts, raw"
597.98,"Nuts, pistachio nuts, raw"
554.602,"Seeds, pumpkin seeds (pepitas), raw"
609.456,"Seeds, sunflower seed, kernel, raw"
437.684,"Flour, coconut"
